income,credit_score,loan_amount,loan_term,employment_years,digital_activity_score,transaction_consistency,default,transaction_count,unusual_transaction_ratio,account_age_days,login_frequency,fraud
21597.52,369,61324.22,111,27.1,0.126,0.5089,1,247,0.7246,1822,6.39,1
25729.2,430,34608.35,235,15.4,0.6517,0.3577,0,278,0.7755,604,14.62,1
57838.31,308,54179.66,348,20.3,0.0573,0.5071,0,28,0.4221,801,29.32,0
46163.96,370,37447.43,353,14.3,0.6918,0.4674,0,297,0.5661,1375,18.87,1
41096.4,765,88230.02,33,14.9,0.92,0.6388,0,239,0.6239,980,14.94,0
125904.85,684,24505.05,106,24.8,0.0067,0.0099,0,285,0.1152,1191,13.77,0
138652.14,668,9170.96,27,6.0,0.2841,0.2189,0,90,0.3398,2272,8.13,1
42890.07,568,91511.65,22,24.9,0.1372,0.6549,0,174,0.9361,1250,14.23,1
68405.53,475,94410.37,331,26.4,0.8784,0.0654,1,67,0.7949,786,16.44,0
61333.71,739,97813.25,137,27.6,0.7631,0.5873,0,151,0.7896,1343,8.17,0
56409.53,429,85892.75,311,26.6,0.2092,0.0814,0,34,0.1674,1590,22.79,0
86190.61,810,54294.77,103,9.7,0.3739,0.6945,0,254,0.4738,2381,12.63,0
95917.74,337,24683.96,115,13.6,0.2344,0.2186,0,194,0.5714,3451,11.85,0
37462.94,386,33029.56,277,10.5,0.584,0.4653,0,219,0.4512,1772,12.86,0
61212.66,691,7348.23,238,7.0,0.6454,0.3591,1,257,0.5128,2637,3.27,1
49606.41,421,11778.12,31,16.4,0.3338,0.6751,1,141,0.1906,2475,29.94,0
117809.84,567,5810.72,165,8.5,0.3466,0.9968,0,297,0.7578,49,14.69,1
118950.87,452,87219.28,128,6.8,0.7491,0.4744,0,283,0.7576,2960,24.62,1
31163.86,492,45735.33,225,6.3,0.45,0.5584,0,296,0.8738,1252,28.36,1
125352.18,663,37283.11,226,12.8,0.7526,0.7628,0,154,0.3261,96,17.46,1
38087.52,638,58978.13,320,27.4,0.5739,0.3909,0,201,0.0637,1583,6.46,1
94036.95,762,65705.31,167,2.8,0.1043,0.5529,1,251,0.0268,816,3.02,0
56896.29,538,32655.03,280,2.1,0.0575,0.5185,1,211,0.3911,454,4.74,0
116608.56,698,95734.19,117,3.9,0.2057,0.4322,0,244,0.1588,2356,28.24,0
85321.75,769,31166.89,15,29.7,0.4457,0.8246,0,127,0.5259,2332,26.5,1
94897.26,393,32351.62,245,10.4,0.8426,0.7923,0,90,0.4151,736,27.1,0
79517.66,487,71359.59,60,11.8,0.9457,0.2397,0,141,0.8826,2203,9.46,0
110745.72,522,91329.96,222,29.8,0.5528,0.9953,1,54,0.5044,3193,10.45,1
52859.66,818,9240.34,25,2.2,0.6945,0.7497,0,205,0.8558,1625,2.1,1
112182.95,439,36075.48,249,14.5,0.0682,0.5484,1,225,0.1403,3361,9.1,1
129004.46,402,21837.48,75,16.0,0.3908,0.0776,0,140,0.1535,1467,6.16,0
136049.4,845,25535.82,36,25.1,0.8115,0.641,0,53,0.3906,1263,13.88,0
26326.41,686,77875.85,139,11.2,0.2385,0.0914,0,8,0.3371,788,20.72,1
144636.88,398,80707.8,352,5.0,0.167,0.4157,1,168,0.3227,2568,6.5,1
90421.34,738,16476.38,121,3.2,0.3234,0.015,0,7,0.3892,1880,7.38,0
56199.49,677,9174.2,123,12.3,0.7675,0.4996,0,275,0.7913,3484,17.51,1
32316.79,632,98234.51,210,20.3,0.9724,0.6937,0,163,0.978,2730,14.98,1
99109.33,759,41325.28,339,22.3,0.5034,0.7046,1,11,0.6163,509,9.96,0
118441.95,381,10692.69,203,15.0,0.202,0.3757,0,122,0.9234,2450,29.67,1
134053.15,437,31422.01,341,23.6,0.0396,0.7918,0,148,0.7506,939,25.56,1
51492.37,355,91130.05,352,29.7,0.8015,0.6963,1,196,0.5215,752,13.83,1
133082.68,371,95597.81,38,19.0,0.1415,0.2042,1,282,0.8312,838,7.85,1
114248.58,618,20595.09,113,7.3,0.1764,0.249,0,230,0.9677,825,8.88,0
30402.08,668,42833.22,97,14.1,0.4227,0.6094,0,80,0.8196,3251,14.98,0
75561.65,385,77091.54,165,17.9,0.1528,0.7266,1,238,0.3058,1161,11.88,0
29352.15,439,72912.02,112,4.6,0.1896,0.0128,0,192,0.4915,1704,28.27,0
68508.84,801,34242.03,313,2.1,0.885,0.9925,1,290,0.1624,3126,13.65,1
138701.18,656,53412.79,262,19.0,0.3682,0.0577,0,218,0.7357,993,14.85,0
66983.86,328,71259.79,342,4.4,0.6054,0.9443,1,127,0.6021,2715,25.4,1
120226.38,693,42778.36,312,29.2,0.0803,0.9099,0,85,0.8297,1036,21.06,1
89316.17,691,60677.58,222,22.6,0.9243,0.8694,1,294,0.7767,1411,24.61,1
47238.32,707,71405.85,15,29.6,0.8164,0.0016,1,214,0.525,2681,9.36,1
42932.17,490,71884.48,113,14.6,0.5026,0.1102,0,109,0.1856,242,22.75,0
44945.03,718,46869.39,331,3.3,0.6364,0.0798,1,64,0.2768,1402,1.86,1
83075.27,403,5903.12,148,22.6,0.0072,0.5824,0,50,0.2111,3244,1.21,0
148296.59,572,93552.2,254,22.7,0.6044,0.3366,0,176,0.9994,3346,7.95,1
71801.28,358,97653.98,181,24.2,0.0031,0.8705,0,72,0.0257,504,26.2,1
110904.4,554,40000.84,328,20.6,0.8699,0.5149,0,2,0.9862,3329,10.34,1
133546.48,633,69403.29,131,18.2,0.4002,0.6126,1,220,0.9391,1951,29.62,1
137676.36,694,32916.98,111,21.4,0.8699,0.8762,0,259,0.0317,2040,24.11,0
107498.08,778,20965.02,240,28.7,0.4822,0.5407,0,88,0.7533,2703,21.3,1
149136.99,329,20222.35,179,27.1,0.7663,0.2204,1,244,0.9515,2747,4.57,1
89490.63,803,13591.97,182,26.2,0.9318,0.7663,0,176,0.377,2939,22.55,0
105009.55,747,81802.51,126,7.8,0.291,0.1114,0,97,0.7446,476,17.61,1
60738.4,689,59807.1,12,9.3,0.5901,0.1899,0,217,0.3196,1496,24.13,0
36419.96,527,15125.66,16,16.1,0.4606,0.1447,0,113,0.4998,1867,5.28,1
117117.79,335,61893.63,170,15.1,0.6886,0.2735,0,294,0.4783,3395,7.26,1
145644.44,360,98208.57,182,4.6,0.7168,0.8481,0,116,0.7004,216,27.77,0
131381.24,701,33414.67,349,27.4,0.1592,0.0216,0,217,0.6779,1427,22.97,1
88619.78,589,31824.59,111,21.0,0.548,0.0973,0,298,0.8659,222,25.64,1
79479.23,467,59829.95,238,20.9,0.2911,0.1448,1,101,0.7353,38,11.5,0
33253.22,451,40772.8,230,20.4,0.1682,0.0563,1,243,0.1796,215,4.4,0
64003.16,744,97124.06,333,21.7,0.245,0.1188,0,155,0.688,707,19.93,1
109933.33,391,78884.43,344,11.5,0.6323,0.4451,1,60,0.0826,2004,19.6,0
49241.56,791,31003.86,60,23.8,0.1811,0.4842,0,223,0.2984,513,3.88,1
138154.47,850,22564.54,22,11.8,0.8175,0.7835,0,33,0.5189,2396,16.63,0
104721.09,512,96739.7,72,5.4,0.5991,0.1799,0,161,0.123,528,17.68,0
31416.72,562,85887.76,29,2.5,0.1247,0.2986,0,88,0.4231,2696,1.0,1
143007.9,831,90938.85,162,19.8,0.4449,0.5771,0,268,0.9108,1443,18.58,1
109430.94,345,27524.53,108,4.3,0.8561,0.2152,1,283,0.216,1471,9.04,0
74861.95,561,29764.07,344,27.1,0.4001,0.0833,1,218,0.9402,587,16.54,1
115247.74,497,72872.27,300,19.7,0.8205,0.6049,0,79,0.3164,3227,13.58,1
98468.94,379,30661.9,284,3.3,0.5484,0.066,0,186,0.9092,3187,8.92,0
49349.51,310,14304.95,125,11.4,0.105,0.9256,1,157,0.5888,3305,15.2,1
111059.22,588,57396.51,323,3.0,0.048,0.318,0,93,0.3452,3037,20.66,0
91717.32,712,50301.88,77,7.8,0.6867,0.7132,0,74,0.3788,3013,8.75,0
103095.15,679,72212.73,139,20.3,0.4182,0.4578,0,182,0.7985,2058,9.32,0
87677.31,534,33992.81,56,28.4,0.4065,0.3127,1,41,0.0767,984,28.4,1
27463.5,592,57645.18,264,24.3,0.0107,0.9484,0,70,0.4797,2110,20.87,0
89213.21,427,43519.79,327,5.7,0.8314,0.0073,0,274,0.7497,1001,29.83,1
139659.66,840,69987.42,33,18.2,0.9646,0.6745,0,269,0.9038,717,3.18,0
86778.98,352,45158.62,206,5.1,0.9697,0.338,0,277,0.8508,3514,4.42,1
58160.86,518,5212.26,335,17.1,0.2175,0.3048,0,264,0.8257,146,28.13,0
130285.73,358,38795.69,327,13.8,0.2984,0.1072,0,96,0.4021,37,3.94,0
31016.69,826,90358.45,222,3.7,0.4874,0.1556,0,116,0.4707,1534,9.68,1
43683.67,575,15326.02,236,19.7,0.4394,0.1399,0,3,0.3592,3566,21.57,1
57036.97,436,42481.87,181,27.0,0.1603,0.199,0,137,0.1188,2004,16.95,0
112861.72,632,76353.54,216,15.1,0.9236,0.8431,0,57,0.9577,3247,1.61,1
85000.12,542,9943.78,187,12.9,0.5971,0.008,0,145,0.4859,3117,13.44,0
114802.31,491,28699.34,70,25.9,0.9943,0.2474,0,102,0.4739,3207,24.49,0
85303.41,485,22923.55,314,18.9,0.1487,0.1205,0,141,0.9904,599,13.36,1
31821.61,352,41133.5,280,9.2,0.6333,0.2314,1,246,0.0613,1750,19.67,0
55001.99,587,94584.88,226,7.4,0.8951,0.1818,1,165,0.212,1934,9.12,0
76017.98,558,95091.18,198,10.0,0.1115,0.6689,0,67,0.3312,3037,24.49,0
96558.44,680,27633.96,153,6.3,0.384,0.8872,1,62,0.041,3622,19.98,1
111605.81,401,12113.56,291,18.6,0.3015,0.4742,0,274,0.7208,180,4.71,1
112508.41,655,90016.74,241,18.9,0.1174,0.4361,0,269,0.9313,2064,23.94,1
55639.32,432,32517.35,301,1.8,0.9725,0.1902,0,254,0.6847,3565,15.89,1
76906.84,821,41494.29,211,12.0,0.2715,0.1841,0,112,0.5921,37,26.5,0
79207.33,837,29589.29,124,8.9,0.2685,0.1191,0,274,0.2382,161,19.55,0
56108.35,436,30691.31,38,19.3,0.249,0.8234,0,1,0.6486,2592,18.55,1
30822.0,570,73597.56,221,27.0,0.2949,0.9853,0,6,0.8239,899,22.18,1
53278.34,316,56051.93,310,3.2,0.7458,0.382,0,283,0.2062,1812,7.4,1
95616.29,704,19785.94,130,21.9,0.4339,0.1483,0,254,0.1815,758,24.65,1
94055.54,484,66518.61,22,9.3,0.8853,0.8175,0,97,0.0695,296,13.37,0
103865.44,712,14522.21,281,4.1,0.7504,0.0118,1,197,0.0207,3386,1.39,0
141508.11,435,28592.58,54,8.0,0.9386,0.5996,0,5,0.9576,436,16.73,0
130853.63,387,24220.56,257,22.8,0.8924,0.8155,0,246,0.1545,229,16.76,1
90669.68,321,83367.87,64,16.3,0.1026,0.8865,0,1,0.9122,99,7.57,1
65930.29,593,26459.02,208,20.6,0.7149,0.9016,0,57,0.2245,1155,11.36,0
35385.63,386,90080.72,321,4.5,0.4286,0.3348,1,218,0.1502,2734,20.93,0
57310.72,406,30753.86,267,19.9,0.9329,0.8107,0,40,0.7889,3530,28.06,1
105261.04,627,19039.12,240,21.6,0.7855,0.4784,1,296,0.4275,2977,9.08,1
149320.32,486,77915.86,192,9.6,0.4238,0.6934,0,171,0.1382,2679,27.73,0
91414.1,846,51797.13,286,24.6,0.3846,0.581,0,296,0.7766,3324,22.7,1
50575.1,302,24311.57,20,10.9,0.4739,0.1336,1,179,0.3609,3479,26.14,0
58310.65,447,84348.97,294,29.2,0.913,0.2425,0,29,0.747,481,28.9,1
69069.9,326,71131.64,229,11.2,0.7014,0.6627,1,81,0.0302,1497,5.1,0
21622.1,726,19223.14,105,14.1,0.1401,0.5275,0,241,0.4115,1382,13.88,0
21717.22,413,19809.3,340,1.0,0.7511,0.5033,1,217,0.6799,3588,14.17,0
53547.07,813,34073.23,128,12.7,0.1568,0.9731,0,65,0.7431,1641,18.95,1
43880.19,379,82573.09,251,14.3,0.6527,0.4051,1,28,0.8033,2649,13.3,1
33572.01,671,62303.07,183,0.8,0.2822,0.5416,1,6,0.7565,1267,6.44,1
140796.25,546,30570.96,303,16.9,0.5637,0.7902,1,162,0.0932,1265,1.25,0
56712.28,707,52520.53,173,22.6,0.7257,0.9739,0,50,0.3313,3037,15.6,0
120757.82,324,60781.67,207,14.3,0.8688,0.0374,1,238,0.0788,2564,3.71,0
134972.27,444,78038.44,94,29.8,0.5016,0.9923,0,268,0.9302,1399,13.98,1
57809.41,741,8801.23,210,7.2,0.997,0.6069,0,291,0.6278,2038,3.82,1
119621.25,616,56977.92,56,15.0,0.4548,0.1697,0,35,0.2801,1489,11.25,1
112385.15,771,29504.69,254,29.4,0.7631,0.442,0,64,0.9717,2000,2.15,0
72122.1,432,46878.63,274,25.3,0.952,0.3737,0,260,0.4501,3594,26.39,0
100679.78,358,75399.04,137,21.0,0.5608,0.1546,1,193,0.1582,1636,25.76,1
133640.66,395,38149.11,251,19.3,0.9001,0.4649,1,56,0.9175,1626,23.28,1
62733.68,624,37530.24,321,14.6,0.7023,0.4762,0,20,0.5451,1925,5.22,1
93866.85,689,10928.02,197,23.7,0.9786,0.2134,0,12,0.9526,2801,13.26,1
42893.73,445,11579.61,219,2.5,0.8738,0.4514,0,110,0.6696,1063,6.34,1
136344.36,738,37491.82,164,4.9,0.3493,0.4191,0,83,0.9656,1790,11.29,1
70587.94,310,58286.3,317,6.0,0.7227,0.5785,1,163,0.0142,1879,28.08,0
61133.02,716,29966.26,13,29.6,0.9433,0.8573,0,297,0.0974,896,22.63,1
110537.99,470,62089.62,122,10.4,0.9524,0.9717,0,8,0.3703,1491,1.47,0
85271.08,427,71435.13,344,30.0,0.4141,0.3517,0,219,0.5232,3134,10.74,0
79647.06,682,21805.04,316,4.9,0.4359,0.285,0,224,0.6341,2876,18.99,0
131409.64,389,81564.28,65,2.7,0.0164,0.9325,1,279,0.0997,1820,15.6,0
106802.32,730,25127.76,244,16.5,0.1145,0.8563,0,180,0.9676,1901,12.98,0
111498.54,705,5722.49,203,23.5,0.5076,0.2676,0,158,0.8385,3257,27.37,1
20540.48,724,8104.09,25,4.6,0.3744,0.8167,0,163,0.3351,2344,29.79,1
146553.74,497,63545.45,213,24.9,0.8013,0.5779,1,200,0.9774,712,12.69,1
40597.68,536,14459.9,76,15.1,0.6314,0.7843,0,134,0.8373,652,28.51,1
32124.5,747,6096.12,315,4.6,0.6181,0.5437,0,293,0.3824,3041,22.29,0
102480.21,666,22722.74,346,26.9,0.2969,0.5354,0,194,0.7704,2701,2.5,1
38690.04,323,65646.72,308,26.0,0.1109,0.9272,1,73,0.2825,740,3.69,0
66981.65,512,42126.02,263,23.9,0.4137,0.4865,0,108,0.6873,1538,26.8,1
78614.21,464,22081.61,17,27.1,0.6597,0.6312,0,61,0.9759,1421,15.03,1
91042.76,462,54566.11,142,27.8,0.1928,0.0296,1,263,0.761,886,26.14,1
48204.51,635,18163.68,54,21.8,0.9398,0.2676,0,48,0.3486,2259,19.91,0
125171.53,746,53702.37,216,27.7,0.2501,0.1979,0,144,0.9619,422,17.93,1
60506.07,510,95607.4,261,13.0,0.4462,0.5963,1,164,0.6229,2488,12.11,1
65879.02,365,47693.32,29,28.7,0.2531,0.4098,0,272,0.3523,123,4.32,0
75820.28,490,38985.73,49,6.5,0.3717,0.145,0,5,0.3186,45,21.79,1
93771.0,629,90380.68,299,2.0,0.2836,0.2122,0,288,0.278,2490,28.44,0
107274.85,731,69802.53,234,9.5,0.3201,0.1971,0,256,0.0468,1125,13.22,1
42248.16,634,61161.25,133,17.3,0.285,0.6437,0,3,0.9116,1165,4.8,0
24811.07,846,92213.28,32,10.1,0.0163,0.4699,0,213,0.7233,1126,10.2,1
30369.74,620,51912.77,36,11.8,0.6965,0.4546,0,63,0.8431,2532,3.98,1
127309.35,442,14987.89,177,25.8,0.7243,0.2263,1,189,0.8161,2202,29.7,0
132841.93,565,88915.34,34,3.3,0.9471,0.075,0,195,0.2699,698,27.82,0
35587.18,626,86880.02,311,26.6,0.9658,0.4133,0,63,0.5218,986,17.76,0
146925.43,629,78401.18,259,6.8,0.2638,0.2962,1,286,0.8355,993,20.12,1
46765.86,379,12138.72,265,1.8,0.0131,0.2161,0,97,0.4876,1395,7.05,0
88593.8,620,77246.36,171,21.3,0.6553,0.8478,1,67,0.2188,1490,12.18,0
100662.15,507,79102.0,108,2.1,0.4231,0.6863,0,296,0.6484,604,14.37,1
34325.89,316,89939.32,107,8.0,0.4762,0.5309,1,61,0.9269,345,11.28,1
71600.64,741,53253.05,39,13.2,0.3698,0.0491,0,217,0.1939,776,12.68,0
88843.16,805,54268.75,67,20.4,0.6463,0.959,0,28,0.8951,2357,8.72,1
33134.16,531,88847.03,219,11.8,0.1013,0.7339,0,138,0.4952,701,23.79,1
57439.03,594,74718.82,60,5.6,0.9078,0.6221,0,123,0.1702,2792,3.01,1
136983.0,445,96413.09,353,14.2,0.3341,0.1775,0,40,0.1707,3115,25.74,0
146040.4,301,51389.2,138,14.2,0.0452,0.0174,0,149,0.8354,2152,15.59,0
120783.35,402,33937.22,183,13.6,0.7348,0.9898,1,250,0.2535,1880,1.39,0
112320.43,830,78580.0,317,14.5,0.2699,0.5193,0,76,0.9786,3508,7.39,0
66435.27,331,28214.94,232,10.8,0.7444,0.1938,0,56,0.9655,3593,19.18,1
138610.76,839,21620.46,359,10.5,0.3312,0.5891,0,142,0.3093,169,17.81,0
128442.3,425,46178.66,244,17.0,0.7925,0.347,1,5,0.4989,2808,5.27,0
88014.2,596,64260.54,352,4.9,0.4868,0.0646,0,233,0.041,1160,24.94,1
83487.64,305,45880.67,350,25.0,0.0499,0.1377,0,258,0.6653,3150,17.26,0
112715.62,446,99611.85,112,13.0,0.9183,0.2908,1,182,0.2487,2780,19.47,0
145697.89,400,89838.2,166,17.9,0.1733,0.4358,0,297,0.1392,3145,6.79,1
92056.89,608,33974.63,164,17.0,0.6283,0.5458,0,224,0.096,2157,13.82,0
141534.38,666,49495.99,230,14.0,0.9614,0.4613,0,14,0.9575,1725,3.56,1
137890.34,548,60130.63,203,3.8,0.5433,0.5656,0,202,0.1259,2745,1.17,0
133738.41,771,84723.81,55,1.6,0.8299,0.6499,0,50,0.8219,2317,14.96,1
27912.42,823,75239.53,39,21.0,0.5163,0.562,0,70,0.2235,2768,19.55,1
101671.13,306,81533.6,331,20.6,0.1147,0.0,0,62,0.5198,1013,6.92,0
128254.44,754,42117.82,74,9.0,0.4837,0.184,0,280,0.2603,2510,20.76,0
100230.61,742,18893.41,23,5.5,0.8186,0.6575,0,280,0.2004,1968,9.41,0
144681.88,804,39897.24,152,11.7,0.6977,0.1073,0,218,0.1482,1161,14.26,0
21432.55,610,8237.94,345,26.8,0.6199,0.0426,0,72,0.4679,2962,14.29,1
40580.89,812,86304.76,269,6.3,0.9026,0.5251,0,90,0.6559,1442,20.02,1
79732.63,443,31442.31,349,9.1,0.3939,0.9162,0,193,0.9626,2482,20.11,1
140563.59,838,29626.47,177,17.7,0.5807,0.5845,0,35,0.0449,3490,22.25,1
106483.93,811,93752.22,255,9.7,0.2315,0.7717,0,122,0.1054,3608,6.05,0
118255.8,730,92625.7,43,18.4,0.1145,0.8468,1,192,0.6065,3444,1.85,1
33995.93,760,40874.75,338,17.2,0.1997,0.2525,0,147,0.2255,3040,5.7,0
125127.39,496,13171.74,24,18.9,0.6687,0.2035,0,3,0.3596,1672,17.48,0
64292.47,840,52136.67,118,17.1,0.4737,0.3521,0,287,0.8534,3284,2.95,1
68895.37,372,59069.48,77,23.5,0.2982,0.1179,1,277,0.3309,918,24.82,1
127659.31,699,71810.96,46,26.2,0.1579,0.2881,0,124,0.8532,2504,15.5,1
27364.27,413,60363.39,146,19.6,0.0323,0.4214,1,31,0.1393,2241,24.69,1
118454.82,363,27383.63,49,24.2,0.5639,0.61,0,19,0.3458,290,28.55,0
99616.24,382,89314.27,257,28.4,0.2705,0.0417,1,260,0.2252,1435,13.51,1
130478.36,533,7037.11,40,0.8,0.7818,0.1962,0,195,0.6819,3023,1.52,1
70326.22,686,71066.85,232,21.0,0.5495,0.1156,1,189,0.3518,1406,13.66,1
50164.35,310,26576.96,286,17.0,0.9909,0.0149,0,30,0.0766,520,13.72,0
60836.36,550,99818.44,78,18.2,0.4787,0.1224,1,129,0.9384,844,15.35,1
66404.58,525,47136.47,166,28.2,0.7802,0.2927,0,270,0.893,1307,21.24,1
27019.68,720,72022.66,330,14.6,0.0784,0.912,0,267,0.2305,3039,17.04,1
114238.4,445,8407.43,132,21.0,0.6499,0.4538,1,256,0.8363,1108,9.06,1
127533.25,386,10673.4,324,11.5,0.0188,0.3826,0,115,0.2057,756,20.14,0
105852.32,332,56447.17,190,28.1,0.9101,0.7545,1,135,0.8102,2421,7.28,1
114352.22,744,87245.52,41,24.2,0.5533,0.9525,0,148,0.8585,2191,14.44,1
93879.4,831,29709.57,207,14.0,0.9926,0.2382,0,144,0.7996,1124,3.48,1
90564.59,645,59252.85,31,18.5,0.3617,0.6592,0,7,0.1243,2329,20.16,0
130187.05,754,48958.81,237,0.3,0.037,0.3587,0,285,0.2178,240,17.81,1
136615.76,621,95562.86,237,5.4,0.766,0.2761,0,66,0.2274,715,5.26,0
26445.36,417,67187.08,106,20.5,0.8606,0.5799,1,117,0.0608,2927,29.77,0
22095.36,661,56341.93,34,18.0,0.3497,0.0775,0,262,0.0775,836,10.45,0
126950.08,725,11782.35,230,26.3,0.1431,0.3265,0,172,0.9751,2671,11.87,0
58228.19,331,20229.72,34,8.7,0.1501,0.5912,1,109,0.808,2093,21.76,0
121850.73,652,94294.28,205,24.9,0.0326,0.7263,0,41,0.9552,920,17.4,0
101942.17,728,56201.9,74,25.4,0.5278,0.0514,0,269,0.5203,1299,8.81,0
58098.49,549,36225.03,197,6.9,0.3148,0.9724,0,228,0.7328,3606,12.89,1
92859.43,378,91890.37,346,14.5,0.2303,0.7863,1,65,0.9257,1004,23.52,1
96018.19,441,62526.84,158,10.2,0.118,0.4085,0,76,0.576,2592,26.56,1
43389.04,764,6473.66,73,12.6,0.7655,0.7114,0,52,0.1264,140,25.18,1
41701.63,374,17575.89,283,27.6,0.9043,0.3544,1,286,0.2414,1202,4.45,0
136786.01,410,99442.74,35,2.2,0.9207,0.9499,0,231,0.7407,1785,9.39,1
37498.72,487,73752.21,313,27.5,0.9366,0.0838,0,190,0.6739,1858,12.0,1
86126.73,586,94752.97,61,7.0,0.4933,0.0483,0,269,0.5798,3458,27.91,1
69928.81,482,95583.8,33,24.4,0.7346,0.9892,1,266,0.2783,3603,18.85,1
57022.82,421,32345.1,261,13.2,0.8853,0.2885,0,55,0.9245,2730,9.08,1
91781.25,820,76712.15,26,18.0,0.0397,0.8906,0,100,0.0067,3410,24.85,0
56638.88,736,74548.49,278,3.8,0.4538,0.918,0,62,0.4444,1771,15.3,1
37786.34,585,74505.21,71,29.1,0.8036,0.7443,1,39,0.3271,2077,10.72,0
115617.83,375,72146.93,173,26.8,0.0384,0.1004,0,267,0.3175,3447,17.19,0
101390.5,308,28361.8,312,11.3,0.9432,0.6733,1,78,0.4845,767,22.27,1
45814.49,390,95329.11,121,0.1,0.0673,0.5577,1,92,0.0388,2818,8.63,0
95906.86,657,51002.14,348,28.6,0.8779,0.8407,0,249,0.4902,2581,12.37,1
82524.68,398,25798.4,159,12.6,0.4472,0.2474,0,91,0.4647,1307,20.16,1
71751.61,431,78499.77,259,25.2,0.864,0.6011,0,15,0.2909,2079,7.24,0
73170.76,630,29852.5,174,12.3,0.809,0.4252,0,28,0.2683,2983,7.35,0
25931.71,758,43932.1,305,26.3,0.536,0.7796,1,169,0.1292,2211,1.58,0
124313.67,392,79141.18,182,27.4,0.7668,0.5529,0,266,0.2105,2194,6.75,1
89640.85,534,32567.81,94,27.3,0.3315,0.2156,0,7,0.0361,83,22.9,0
85194.91,796,9017.09,156,9.0,0.23,0.7724,0,140,0.7499,3331,23.74,1
37055.11,576,86888.45,51,2.2,0.7221,0.7624,0,8,0.7427,2219,18.54,1
115663.54,700,23456.99,322,25.8,0.7848,0.4252,0,155,0.274,831,3.89,0
94906.15,685,32667.67,59,6.7,0.4063,0.2786,0,274,0.5066,1567,1.5,0
71173.87,681,77456.54,67,13.6,0.5779,0.0249,0,229,0.3698,2307,4.16,1
38690.26,385,14061.96,98,6.2,0.9421,0.5934,1,207,0.6165,1940,16.18,0
118875.61,360,77903.81,141,12.4,0.7405,0.8343,1,290,0.5987,3570,1.16,0
118154.93,800,56830.93,172,28.8,0.2357,0.4614,0,285,0.8587,3003,3.36,1
110903.22,684,17091.84,18,4.9,0.7481,0.1662,0,59,0.0391,1738,15.36,0
88196.58,443,76154.38,292,12.5,0.0093,0.1176,0,139,0.5225,2520,26.8,1
41572.94,597,54708.87,116,24.1,0.952,0.3713,0,242,0.4629,1353,27.89,0
130811.5,438,20602.63,254,0.3,0.4163,0.1503,1,3,0.3118,769,6.78,1
79617.17,396,10805.24,251,17.8,0.0668,0.6363,0,177,0.6288,790,8.96,0
132852.11,613,39891.11,218,28.0,0.5611,0.6416,0,79,0.103,887,9.12,0
33301.88,834,60795.12,208,9.9,0.772,0.5922,0,243,0.2093,11,23.72,0
31873.97,450,18616.67,255,26.2,0.3233,0.896,1,262,0.8072,1743,20.28,1
85048.76,420,27873.42,213,11.3,0.3855,0.4745,1,268,0.317,321,26.62,0
144196.82,584,72578.03,235,16.8,0.4901,0.789,0,286,0.8998,2671,11.1,1
67539.33,777,78220.75,189,21.9,0.2138,0.5598,0,98,0.3825,734,28.06,0
45458.69,669,54970.25,14,17.6,0.3285,0.911,0,258,0.9216,2486,8.92,1
103417.63,707,9172.15,141,8.2,0.0572,0.5722,1,242,0.9972,2590,14.18,1
117491.68,406,8628.39,26,18.4,0.7133,0.7056,1,68,0.0828,3417,25.53,1
102872.16,363,34852.47,290,8.3,0.8526,0.6551,0,171,0.8373,3475,27.09,0
41997.76,675,54052.34,352,12.1,0.8377,0.6696,1,257,0.1475,1093,3.44,0
55818.31,503,70428.09,221,5.2,0.7468,0.8379,1,141,0.5606,483,10.9,0
110517.98,774,13375.39,58,5.5,0.0864,0.3175,0,11,0.7667,3231,1.3,0
79845.38,552,34239.32,360,19.3,0.9015,0.1911,0,68,0.3105,1554,21.47,1
38255.39,623,44328.36,108,8.2,0.1992,0.9793,1,226,0.2645,2007,11.3,0
120408.17,835,47718.95,335,20.6,0.1705,0.9497,0,80,0.5379,863,29.82,1
103981.04,595,24707.46,269,16.5,0.7431,0.269,0,108,0.2582,1916,8.56,0
87213.88,490,50144.93,251,17.6,0.3723,0.3779,0,18,0.3224,429,19.25,0
21026.78,731,50172.11,184,19.4,0.1002,0.9131,0,240,0.5468,3081,1.63,0
79337.94,745,74440.71,254,25.0,0.2526,0.3732,0,206,0.3002,3594,7.79,0
140495.23,410,44993.67,149,28.6,0.4008,0.0286,0,154,0.8866,2858,28.34,1
146415.61,442,17339.63,182,23.7,0.0538,0.0904,0,73,0.8015,1879,12.48,1
105619.12,505,88880.7,166,9.2,0.1846,0.8578,0,126,0.1541,2275,25.52,0
82054.73,652,14491.78,293,20.6,0.6988,0.9128,0,238,0.7062,3126,27.59,1
61386.37,436,42988.94,179,26.9,0.8198,0.7304,0,202,0.5341,1421,15.16,0
96235.76,527,89130.87,103,23.0,0.3691,0.3399,0,204,0.9146,2645,7.67,1
25752.23,609,46363.06,185,11.5,0.1799,0.1507,0,247,0.0348,1728,6.21,0
87255.31,408,49167.66,54,10.4,0.7327,0.6559,0,7,0.1609,528,17.67,0
79109.97,797,67112.64,355,12.1,0.7714,0.303,0,60,0.6036,3287,27.34,1
121530.46,643,85196.0,198,3.4,0.1788,0.4241,0,41,0.1504,1381,28.5,0
